Annotation_Label,CL_Label,CL_ID,CL_Match
secondary lens fiber,secondary lens fiber,CL:0002225,
non-nucleated secondary lens fiber,non-nucleated secondary lens fiber,CL:0002226,
nucleated secondary lens fiber,nucleated secondary lens fiber,CL:0002227,
primary lens fiber,primary lens fiber,CL:0002228,
light chief cell of parathyroid gland,light chief cell of parathyroid gland,CL:0002229,
epithelial cell of prostate,epithelial cell of prostate,CL:0002231,
epithelial cell of prostatic duct,epithelial cell of prostatic duct,CL:0002232,
epithelial cell of prostatic acinus,epithelial cell of prostatic acinus,CL:0002233,
basal cell of prostatic acinus,basal cell of prostatic acinus,CL:0002234,
luminal cell of prostatic acinus,luminal cell of prostatic acinus,CL:0002235,
basal epithelial cell of prostatic duct,basal epithelial cell of prostatic duct,CL:0002236,
luminal epithelial cell of prostatic duct,luminal epithelial cell of prostatic duct,CL:0002237,
male gonocyte,male gonocyte,CL:0002238,
ooblast,ooblast,CL:0002239,
marrow fibroblast,marrow fibroblast,CL:0002240,
pulmonary interstitial fibroblast,pulmonary interstitial fibroblast,CL:0002241,
nucleate cell,nucleate cell,CL:0002242,
smooth muscle cell of sphincter of pupil,smooth muscle cell of sphincter of pupil,CL:0002243,
squamous cell of ectocervix,squamous cell of ectocervix,CL:0002244,
peripheral blood stem cell,peripheral blood stem cell,CL:0002246,
pleural macrophage,pleural macrophage,CL:0002247,
pluripotent stem cell,pluripotent stem cell,CL:0002248,
primitive cardiac myocyte,primitive cardiac myocyte,CL:0002249,
intestinal crypt stem cell,intestinal crypt stem cell,CL:0002250,
epithelial cell of alimentary canal,epithelial cell of alimentary canal,CL:0002251,
epithelial cell of esophagus,epithelial cell of esophagus,CL:0002252,
epithelial cell of large intestine,epithelial cell of large intestine,CL:0002253,
epithelial cell of small intestine,epithelial cell of small intestine,CL:0002254,
stromal cell of endometrium,stromal cell of endometrium,CL:0002255,
supporting cell of carotid body,supporting cell of carotid body,CL:0002256,
epithelial cell of thyroid gland,epithelial cell of thyroid gland,CL:0002257,
thyroid follicular cell,thyroid follicular cell,CL:0002258,
neuroepithelial stem cell,neuroepithelial stem cell,CL:0002259,
epithelial cell of parathyroid gland,epithelial cell of parathyroid gland,CL:0002260,
endothelial cell of viscerocranial mucosa,endothelial cell of viscerocranial mucosa,CL:0002261,
endothelial cell of sinusoid,endothelial cell of sinusoid,CL:0002262,
transitional cell of parathyroid gland,transitional cell of parathyroid gland,CL:0002263,
type A cell of stomach,type A cell of stomach,CL:0002264,
type D cell of colon,type D cell of colon,CL:0002265,
type D cell of small intestine,type D cell of small intestine,CL:0002266,
type D cell of stomach,type D cell of stomach,CL:0002267,
P/D1 enteroendocrine cell,P/D1 enteroendocrine cell,CL:0002268,
vasoactive intestinal peptide secreting cell,vasoactive intestinal peptide secreting cell,CL:0002269,
type EC2 enteroendocrine cell,type EC2 enteroendocrine cell,CL:0002270,
type EC1 enteroendocrine cell,type EC1 enteroendocrine cell,CL:0002271,
motilin secreting cell,motilin secreting cell,CL:0002272,
type ECL enteroendocrine cell,type ECL enteroendocrine cell,CL:0002273,
histamine secreting cell,histamine secreting cell,CL:0002274,
pancreatic PP cell,pancreatic PP cell,CL:0002275,
type I enteroendocrine cell,type I enteroendocrine cell,CL:0002277,
GIP cell,GIP cell,CL:0002278,
type L enteroendocrine cell,type L enteroendocrine cell,CL:0002279,
type N enteroendocrine cell,type N enteroendocrine cell,CL:0002280,
type S enteroendocrine cell,type S enteroendocrine cell,CL:0002281,
type TG enteroendocrine cell,type TG enteroendocrine cell,CL:0002282,
ecto-epithelial cell of viscerocranial mucosa,ecto-epithelial cell of viscerocranial mucosa,CL:0002283,
type X enteroendocrine cell,type X enteroendocrine cell,CL:0002284,
type III taste bud cell,type III taste bud cell,CL:0002285,
type II taste cell,type II taste cell,CL:0002286,
type IV taste receptor cell,type IV taste receptor cell,CL:0002287,
type V taste receptor cell,type V taste receptor cell,CL:0002288,
type I taste bud cell,type I taste bud cell,CL:0002289,
Y chromosome-bearing sperm cell,Y chromosome-bearing sperm cell,CL:0002290,
X chromosome-bearing sperm cell,X chromosome-bearing sperm cell,CL:0002291,
type I cell of carotid body,type I cell of carotid body,CL:0002292,
epithelial cell of thymus,epithelial cell of thymus,CL:0002293,
type-1 epithelial cell of thymus,type-1 epithelial cell of thymus,CL:0002294,
type-6 epithelial cell of thymus,type-6 epithelial cell of thymus,CL:0002295,
type-4 epithelial cell of thymus,type-4 epithelial cell of thymus,CL:0002296,
type-3 epithelial cell of thymus,type-3 epithelial cell of thymus,CL:0002297,
type-5 epithelial cell of thymus,type-5 epithelial cell of thymus,CL:0002298,
type-2 epithelial cell of thymus,type-2 epithelial cell of thymus,CL:0002299,
type-7 epithelial cell of thymus,type-7 epithelial cell of thymus,CL:0002300,
type B synovial cell,type B synovial cell,CL:0002301,
type A synovial cell,type A synovial cell,CL:0002302,
pigmented ciliary epithelial cell,pigmented ciliary epithelial cell,CL:0002303,
non-pigmented ciliary epithelial cell,non-pigmented ciliary epithelial cell,CL:0002304,
epithelial cell of distal tubule,epithelial cell of distal tubule,CL:0002305,
epithelial cell of proximal tubule,epithelial cell of proximal tubule,CL:0002306,
brush border cell of the proximal tubule,brush border cell of the proximal tubule,CL:0002307,
epithelial cell of skin gland,epithelial cell of skin gland,CL:0002308,
corticotroph,corticotroph,CL:0002309,
mammosomatotroph,mammosomatotroph,CL:0002310,
mammotroph,mammotroph,CL:0002311,
somatotroph,somatotroph,CL:0002312,
endocrine-paracrine cell of prostate gland,endocrine-paracrine cell of prostate gland,CL:0002313,
external supporting cell of vestibular epithelium,external supporting cell of vestibular epithelium,CL:0002314,
supporting cell of cochlea,supporting cell of cochlea,CL:0002315,
supporting cell of vestibular epithelium,supporting cell of vestibular epithelium,CL:0002316,
external limiting cell of vestibular epithelium,external limiting cell of vestibular epithelium,CL:0002317,
peripheral blood mesothelial cell,peripheral blood mesothelial cell,CL:0002318,
neural cell,neural cell,CL:0002319,
connective tissue cell,connective tissue cell,CL:0002320,
embryonic cell (metazoa),embryonic cell (metazoa),CL:0002321,
embryonic stem cell,embryonic stem cell,CL:0002322,
amniocyte,amniocyte,CL:0002323,
myoepithelial cell of mammary gland,myoepithelial cell of mammary gland,CL:0002324,
mammary alveolar cell,lactocyte,CL:0002325,
luminal epithelial cell of mammary gland,luminal epithelial cell of mammary gland,CL:0002326,
mammary gland epithelial cell,mammary gland epithelial cell,CL:0002327,
bronchial epithelial cell,bronchial epithelial cell,CL:0002328,
basal epithelial cell of tracheobronchial tree,basal epithelial cell of tracheobronchial tree,CL:0002329,
undifferentiated cell of bronchus epithelium,undifferentiated cell of bronchus epithelium,CL:0002330,
ciliated cell of the bronchus,ciliated cell of the bronchus,CL:0002332,
neural crest derived fat cell,neural crest derived fat cell,CL:0002333,
preadipocyte,preadipocyte,CL:0002334,
brown preadipocyte,brown preadipocyte,CL:0002335,
buccal mucosa cell,buccal mucosa cell,CL:0002336,
keratinocyte stem cell,keratinocyte stem cell,CL:0002337,
"CD56-positive, CD161-positive immature natural killer cell, human","CD56-positive, CD161-positive immature natural killer cell, human",CL:0002338,
prostate stem cell,prostate stem cell,CL:0002339,
luminal cell of prostate epithelium,luminal cell of prostate epithelium,CL:0002340,
basal cell of prostate epithelium,basal cell of prostate epithelium,CL:0002341,
circulating endothelial cell,circulating endothelial cell,CL:0002342,
"decidual natural killer cell, human","decidual natural killer cell, human",CL:0002343,
"CD56-negative, CD161-positive immature natural killer cell, human","CD56-negative, CD161-positive immature natural killer cell, human",CL:0002344,
"CD27-low, CD11b-low immature natural killer cell, mouse","CD27-low, CD11b-low immature natural killer cell, mouse",CL:0002345,
"Dx5-negative, NK1.1-positive immature natural killer cell, mouse","Dx5-negative, NK1.1-positive immature natural killer cell, mouse",CL:0002346,
"CD27-high, CD11b-high natural killer cell, mouse","CD27-high, CD11b-high natural killer cell, mouse",CL:0002347,
"CD27-low, CD11b-high natural killer cell, mouse","CD27-low, CD11b-high natural killer cell, mouse",CL:0002348,
"CD27-high, CD11b-low natural killer cell, mouse","CD27-high, CD11b-low natural killer cell, mouse",CL:0002349,
endocardial cell,endocardial cell,CL:0002350,
progenitor cell of endocrine pancreas,progenitor cell of endocrine pancreas,CL:0002351,
gestational hematopoietic stem cell,gestational hematopoietic stem cell,CL:0002352,
fetal liver hematopoietic progenitor cell,fetal liver hematopoietic progenitor cell,CL:0002353,
yolk sac hematopoietic stem cell,yolk sac hematopoietic stem cell,CL:0002354,
primitive red blood cell,primitive red blood cell,CL:0002355,
primitive reticulocyte,primitive reticulocyte,CL:0002356,
fetal derived definitive erythrocyte,fetal derived definitive erythrocyte,CL:0002357,
pyrenocyte,pyrenocyte,CL:0002358,
placental hematopoietic stem cell,placental hematopoietic stem cell,CL:0002359,
AGM hematopoietic stem cell,AGM hematopoietic stem cell,CL:0002360,
primitive erythroid progenitor,primitive erythroid progenitor,CL:0002361,
granule cell precursor,cerebellar granule cell precursor,CL:0002362,
keratocyte,keratocyte,CL:0002363,
cortical thymic epithelial cell,cortical thymic epithelial cell,CL:0002364,
medullary thymic epithelial cell,medullary thymic epithelial cell,CL:0002365,
myometrial cell,myometrial cell,CL:0002366,
trabecular meshwork cell,trabecular meshwork cell,CL:0002367,
respiratory epithelial cell,respiratory epithelial cell,CL:0002368,
fungal spore,fungal spore,CL:0002369,
respiratory goblet cell,respiratory goblet cell,CL:0002370,
somatic cell,obsolete somatic cell,CL:0002371,
myotube,myotube,CL:0002372,
growth hormone releasing hormone secreting cell,growth hormone releasing hormone secreting cell,CL:0002373,
ear hair cell,ear hair cell,CL:0002374,
Schwann cell precursor,Schwann cell precursor,CL:0002375,
non-myelinating Schwann cell,non-myelinating Schwann cell,CL:0002376,
immature Schwann cell,immature Schwann cell,CL:0002377,
immature Vgamma2-positive fetal thymocyte,immature Vgamma2-positive fetal thymocyte,CL:0002378,
meningothelial cell,meningothelial cell,CL:0002379,
oospore,oospore,CL:0002380,
uninucleate conidium,uninucleate conidium,CL:0002381,
multinucleate conidium,multinucleate conidium,CL:0002382,
conidium of conidiophore head,conidium of conidiophore head,CL:0002383,
uninucleate macroconidium,uninucleate macroconidium,CL:0002384,
blastoconidium,blastoconidium,CL:0002385,
multinucleate macroconidium,multinucleate macroconidium,CL:0002386,
arthroconidium,arthroconidium,CL:0002387,
multinucleate arthroconidium,multinucleate arthroconidium,CL:0002388,
uninucleate arthroconidium,uninucleate arthroconidium,CL:0002389,
uninucleate blastconidium,uninucleate blastconidium,CL:0002390,
multinucleate blastoconidium,multinucleate blastoconidium,CL:0002391,
intermediate monocyte,intermediate monocyte,CL:0002393,
CD141-positive myeloid dendritic cell,CD141-positive myeloid dendritic cell,CL:0002394,
Gr1-high classical monocyte,Gr1-high classical monocyte,CL:0002395,
"CD14-low, CD16-positive monocyte","CD14-low, CD16-positive monocyte",CL:0002396,
"CD14-positive, CD16-positive monocyte","CD14-positive, CD16-positive monocyte",CL:0002397,
"Gr1-positive, CD43-positive monocyte","Gr1-positive, CD43-positive monocyte",CL:0002398,
CD1c-positive myeloid dendritic cell,CD1c-positive myeloid dendritic cell,CL:0002399,
fraction B/C precursor B cell,fraction B/C precursor B cell,CL:0002400,
mature dendritic epithelial T cell precursor,mature dendritic epithelial T cell precursor,CL:0002401,
Peyer's patch B cell,Peyer's patch B cell,CL:0002402,
mature Vgamma2-positive fetal thymocyte,mature Vgamma2-positive fetal thymocyte,CL:0002403,
fetal thymocyte,fetal thymocyte,CL:0002404,
gamma-delta thymocyte,gamma-delta thymocyte,CL:0002405,
immature Vgamma2-positive thymocyte,immature Vgamma2-positive thymocyte,CL:0002406,
mature Vgamma2-positive thymocyte,mature Vgamma2-positive thymocyte,CL:0002407,
immature Vgamma2-negative thymocyte,immature Vgamma2-negative thymocyte,CL:0002408,
mature Vgamma2-negative thymocyte,mature Vgamma2-negative thymocyte,CL:0002409,
pancreatic stellate cell,pancreatic stellate cell,CL:0002410,
"Vgamma1.1-positive, Vdelta6.3-negative thymocyte","Vgamma1.1-positive, Vdelta6.3-negative thymocyte",CL:0002411,
"Vgamma1.1-positive, Vdelta6.3-positive thymocyte","Vgamma1.1-positive, Vdelta6.3-positive thymocyte",CL:0002412,
"mature Vgamma1.1-positive, Vdelta6.3-negative thymocyte","mature Vgamma1.1-positive, Vdelta6.3-negative thymocyte",CL:0002413,
"immature Vgamma1.1-positive, Vdelta6.3-negative thymocyte","immature Vgamma1.1-positive, Vdelta6.3-negative thymocyte",CL:0002414,
"immature Vgamma1.1-positive, Vdelta6.3-positive thymocyte","immature Vgamma1.1-positive, Vdelta6.3-positive thymocyte",CL:0002415,
"mature Vgamma1.1-positive, Vdelta6.3-positive thymocyte","mature Vgamma1.1-positive, Vdelta6.3-positive thymocyte",CL:0002416,
primitive erythroid lineage cell,primitive erythroid lineage cell,CL:0002417,
hemangioblast,hemangioblast,CL:0002418,
mature T cell,mature T cell,CL:0002419,
immature T cell,immature T cell,CL:0002420,
nucleated reticulocyte,nucleated reticulocyte,CL:0002421,
enucleated reticulocyte,enucleated reticulocyte,CL:0002422,
DN2a thymocyte,DN2a thymocyte,CL:0002423,
DN2b thymocyte,DN2b thymocyte,CL:0002424,
early T lineage precursor,early T lineage precursor,CL:0002425,
"CD11b-positive, CD27-positive natural killer cell, mouse","CD11b-positive, CD27-positive natural killer cell, mouse",CL:0002426,
resting double-positive thymocyte,resting double-positive thymocyte,CL:0002427,
double-positive blast,double-positive blast,CL:0002428,
CD69-positive double-positive thymocyte,CD69-positive double-positive thymocyte,CL:0002429,
"CD4-intermediate, CD8-positive double-positive thymocyte","CD4-intermediate, CD8-positive double-positive thymocyte",CL:0002430,
"CD4-positive, CD8-intermediate double-positive thymocyte","CD4-positive, CD8-intermediate double-positive thymocyte",CL:0002431,
"CD24-positive, CD4 single-positive thymocyte","CD24-positive, CD4 single-positive thymocyte",CL:0002432,
"CD69-positive, CD4-positive single-positive thymocyte","CD69-positive, CD4-positive single-positive thymocyte",CL:0002433,
"CD24-positive, CD8 single-positive thymocyte","CD24-positive, CD8 single-positive thymocyte",CL:0002434,
"CD69-positive, CD8-positive single-positive thymocyte","CD69-positive, CD8-positive single-positive thymocyte",CL:0002435,
mature CD4 single-positive thymocyte,mature CD4 single-positive thymocyte,CL:0002436,
mature CD8 single-positive thymocyte,mature CD8 single-positive thymocyte,CL:0002437,
"NK1.1-positive natural killer cell, mouse","NK1.1-positive natural killer cell, mouse",CL:0002438,
"NKGA2-positive natural killer cell, mouse","NKGA2-positive natural killer cell, mouse",CL:0002439,
"Ly49D-positive natural killer cell, mouse","Ly49D-positive natural killer cell, mouse",CL:0002440,
